serial,province,provinceID,district,districtID,pro_districtID,village,villageID,dis_villageID
,,,,,,Xã Thường Phước 1,8030711,80307
,,,,,,Xã Thường Thới Hậu B,8030717,80307
,,,,,,Thị trấn Thường Thới Tiền,8030719,80307
,,,,,,Xã Thường Phước 2,8030721,80307
,,,,,,Xã Long Khánh A,8030723,80307
,,,,,,Xã Long Khánh B,8030725,80307
,,,,,,Xã Long Thuận  ,8030727,80307
,,,,,,Xã Phú Thuận B,8030729,80307
,,,,,,Xã Phú Thuận A,8030731,80307
,,,,,,Xã An Long ,8030901,80309
,,,,,,Thị trấn Tràm Chim,8030903,80309
,,,,,,Xã Phú Thành B,8030905,80309
,,,,,,Xã Phú Ninh,8030907,80309
,,,,,,Xã Hoà Bình  ,8030909,80309
,,,,,,Xã Tân Công Sính,8030911,80309
,,,,,,Xã Phú Hiệp,8030913,80309
,,,,,,Xã Phú Đức,8030915,80309
,,,,,,Xã An Hòa      ,8030917,80309
,,,,,,Xã Phú Cường      ,8030919,80309
,,,,,,Xã Phú Thọ ,8030921,80309
,,,,,,Xã Phú Thành A,8030923,80309
,,,,,,Xã Bình Thành    ,8031101,80311
,,,,,,Xã Tân Quới,8031103,80311
,,,,,,Xã Tân Mỹ      ,8031105,80311
,,,,,,Xã Tân Bình          ,8031107,80311
,,,,,,Xã Tân Long     ,8031109,80311
,,,,,,Thị trấn Thanh Bình,8031111,80311
,,,,,,Xã Tân Hòa       ,8031113,80311
,,,,,,Xã An Phong,8031115,80311
,,,,,,Xã Phú Lợi ,8031117,80311
,,,,,,Xã Bình Tấn,8031119,80311
,,,,,,Xã Tân Huề,8031121,80311
,,,,,,Xã Tân Thạnh,8031123,80311
,,,,,,Xã Tân Phú      ,8031125,80311
,,,,,,Xã Mỹ Quý,8031301,80313
,,,,,,Xã Mỹ Hòa  ,8031303,80313
,,,,,,Xã Mỹ An   ,8031305,80313
,,,,,,Xã Thanh Mỹ  ,8031307,80313
,,,,,,Xã Thạnh Lợi ,8031309,80313
,,,,,,Thị trấn Mỹ An,8031311,80313
,,,,,,Xã Hưng Thạnh ,8031313,80313
,,,,,,Xã Trường Xuân  ,8031315,80313
,,,,,,Xã Tân Kiều,8031317,80313
,,,,,,Xã Mỹ Đông,8031319,80313
,,,,,,Xã Đốc Binh Kiều,8031321,80313
,,,,,,Xã Phú Điền  ,8031323,80313
,,,,,,Xã Láng Biển,8031325,80313
,,,,,,Xã Tân Nghĩa ,8031501,80315
,,,,,,Xã Bình Thạnh      ,8031503,80315
,,,,,,Xã Ba Sao ,8031505,80315
,,,,,,Xã Nhị Mỹ,8031507,80315
,,,,,,Xã An Bình        ,8031509,80315
,,,,,,Xã Bình Hàng Trung,8031511,80315
,,,,,,Thị trấn Mỹ Thọ,8031513,80315
,,,,,,Xã Gáo Giồng,8031515,80315
,,,,,,Xã Phương Thịnh ,8031517,80315
,,,,,,Xã Phong Mỹ ,8031519,80315
,,,,,,Xã Phương Trà,8031521,80315
,,,,,,Xã Mỹ Thọ  ,8031523,80315
,,,,,,Xã Tân Hội Trung,8031525,80315
,,,,,,Xã Mỹ Hội,8031527,80315
,,,,,,Xã Mỹ Hiệp ,8031529,80315
,,,,,,Xã Mỹ Long,8031531,80315
,,,,,,Xã Mỹ Xương,8031533,80315
,,,,,,Xã Bình Hàng Tây,8031535,80315
,,,,,,Xã Định Yên,8031701,80317
,,,,,,Xã Mỹ An Hưng B,8031703,80317
,,,,,,Xã Long Hưng B,8031705,80317
,,,,,,Xã Bình Thạnh Trung,8031707,80317
,,,,,,Thị trấn Lấp Vò,8031709,80317
,,,,,,Xã Mỹ An Hưng A,8031711,80317
,,,,,,Xã Tân Mỹ       ,8031713,80317
,,,,,,Xã Tân Khánh Trung,8031715,80317
,,,,,,Xã Long Hưng A,8031717,80317
,,,,,,Xã Vĩnh Thạnh  ,8031719,80317
,,,,,,Xã Bình Thành     ,8031721,80317
,,,,,,Xã Định An ,8031723,80317
,,,,,,Xã Hội An Đông,8031725,80317
,,,,,,Xã Phong Hòa ,8031901,80319
,,,,,,Xã Định Hòa ,8031903,80319
,,,,,,Xã Tân Hòa        ,8031905,80319
,,,,,,Xã Long Hậu ,8031907,80319
,,,,,,Xã Long Thắng,8031909,80319
,,,,,,Thị trấn Lai Vung,8031911,80319
,,,,,,Xã Tân Dương   ,8031913,80319
,,,,,,Xã Hòa Thành  ,8031915,80319
,,,,,,Xã Tân Phước    ,8031917,80319
,,,,,,Xã Hòa Long ,8031919,80319
,,,,,,Xã Tân Thành                      ,8031921,80319
,,,,,,Xã Vĩnh Thới,8031923,80319
,,,,,,Xã Phú Hựu,8032101,80321
,,,,,,Xã An Khánh  ,8032103,80321
,,,,,,Thị trấn Cái Tàu Hạ,8032105,80321
,,,,,,Xã An Hiệp  ,8032107,80321
,,,,,,Xã An Nhơn ,8032109,80321
,,,,,,Xã Tân Nhuận Đông,8032111,80321
,,,,,,Xã Tân Bình           ,8032113,80321
,,,,,,Xã Tân Phú Trung ,8032115,80321
,,,,,,Xã Phú Long ,8032117,80321
,,,,,,Xã An Phú Thuận,8032119,80321
,,,,,,Xã Tân Phú       ,8032121,80321
,,,,,,Xã Hòa Tân ,8032123,80321
,,,,,,Phường An Thạnh ,8032301,80323
,,,,,,Phường An Lạc  ,8032303,80323
,,,,,,Phường An Lộc ,8032305,80323
,,,,,,Xã An Bình A,8032307,80323
,,,,,,Xã An Bình B,8032309,80323
,,,,,,Xã Bình Thạnh       ,8032311,80323
,,,,,,Xã Tân Hội   ,8032313,80323
,,,,,,Phường Mỹ Thạnh,8050101,80501
,,,,,,Phường Mỹ Bình ,8050103,80501
,,,,,,Phường Bình Khánh ,8050105,80501
,,,,,,Phường Mỹ Hòa,8050107,80501
,,,,,,Phường Mỹ Long,8050109,80501
,,,,,,Phường Mỹ Xuyên,8050111,80501
,,,,,,Phường Bình Đức,8050113,80501
,,,,,,Phường Mỹ Phước ,8050115,80501
,,,,,,Phường Mỹ Quý,8050117,80501
,,,,,,Phường Mỹ Thới,8050119,80501
,,,,,,Xã Mỹ Khánh,8050121,80501
,,,,,,Xã Mỹ Hoà Hưng,8050123,80501
,,,,,,Phường Đông Xuyên,8050125,80501
,,,,,,Phường Châu Phú A,8050301,80503
,,,,,,Xã Vĩnh Tế,8050303,80503
,,,,,,Phường Châu Phú B,8050305,80503
,,,,,,Phường Vĩnh Mỹ,8050307,80503
,,,,,,Phường Núi Sam,8050309,80503
,,,,,,Phường Vĩnh Ngươn,8050311,80503
,,,,,,Xã Vĩnh Châu,8050313,80503
,,,,,,Xã Quốc Thái,8050501,80505
,,,,,,Xã Khánh Bình ,8050503,80505
,,,,,,Xã Phú Hội  ,8050505,80505
,,,,,,Xã Vĩnh Trường ,8050507,80505
,,,,,,Thị trấn An Phú,8050509,80505
,,,,,,Xã Khánh An ,8050511,80505
,,,,,,Xã Nhơn Hội ,8050513,80505
,,,,,,Xã Phú Hữu ,8050515,80505
,,,,,,Xã Phước Hưng  ,8050517,80505
,,,,,,Xã Vĩnh Lộc ,8050519,80505
,,,,,,Xã Vĩnh Hậu,8050521,80505
,,,,,,Xã Vĩnh Hội Đông,8050523,80505
,,,,,,Xã Đa Phước ,8050525,80505
,,,,,,Thị trấn Long Bình,8050527,80505
,,,,,,Xã Vĩnh Xương,8050701,80507
,,,,,,Xã Phú Lộc      ,8050703,80507
,,,,,,Xã Long An  ,8050705,80507
,,,,,,Xã Lê Chánh,8050707,80507
,,,,,,Xã Vĩnh Hòa    ,8050711,80507
,,,,,,Xã Tân An       ,8050713,80507
,,,,,,Phường Long Phú,8050715,80507
,,,,,,Xã Châu Phong  ,8050717,80507
,,,,,,Xã Phú Vĩnh,8050719,80507
,,,,,,Xã Tân Thạnh ,8050721,80507
,,,,,,Phường Long Châu,8050723,80507
,,,,,,Phường Long Hưng,8050725,80507
,,,,,,Phường Long Thạnh,8050727,80507
,,,,,,Phương Long Sơn,8050729,80507
,,,,,,Xã Phú Long  ,8050901,80509
,,,,,,Xã Bình Thạnh Đông,8050903,80509
,,,,,,Xã Long Hoà  ,8050905,80509
,,,,,,Xã Phú Hiệp ,8050907,80509
,,,,,,Xã Phú An    ,8050909,80509
,,,,,,Xã Phú Thọ  ,8050911,80509
,,,,,,Xã Tân Trung ,8050913,80509
,,,,,,Thị trấn Phú Mỹ ,8050915,80509
,,,,,,Thị trấn Chợ Vàm,8050917,80509
,,,,,,Xã Long Sơn       ,8050919,80509
,,,,,,Xã Phú Lâm    ,8050921,80509
,,,,,,Xã Phú Thạnh ,8050923,80509
,,,,,,Xã Hoà Lạc,8050925,80509
,,,,,,Xã Phú Thành  ,8050927,80509
,,,,,,Xã Phú Xuân       ,8050929,80509
,,,,,,Xã Hiệp Xương,8050931,80509
,,,,,,Xã Phú Bình  ,8050933,80509
,,,,,,Xã Phú Hưng,8050935,80509
,,,,,,Xã Tân Hòa         ,8050937,80509
,,,,,,Xã Đào Hữu Cảnh,8051101,80511
,,,,,,Xã Mỹ Phú ,8051103,80511
,,,,,,Xã Thạnh Mỹ Tây,8051105,80511
,,,,,,Xã Bình Phú     ,8051107,80511
,,,,,,Thị trấn Cái Dầu,8051109,80511
,,,,,,Xã Khánh Hòa ,8051111,80511
,,,,,,Xã Mỹ Đức   ,8051113,80511
,,,,,,Xã ô Long Vỹ,8051115,80511
,,,,,,Xã Vĩnh Thạnh Trung,8051117,80511
,,,,,,Xã Bình Long   ,8051119,80511
,,,,,,Xã Bình Mỹ   ,8051121,80511
,,,,,,Xã Bình Thủy,8051123,80511
,,,,,,Xã Bình Chánh   ,8051125,80511
,,,,,,Xã Núi Voi,8051301,80513
,,,,,,Xã Thới Sơn,8051303,80513
,,,,,,Xã An Nông ,8051305,80513
,,,,,,Xã An Hảo,8051307,80513
,,,,,,Xã Tân Lập                         ,8051309,80513
,,,,,,Xã Tân Lợi   ,8051311,80513
,,,,,,Thị trấn Nhà Bàng,8051313,80513
,,,,,,Thị trấn Chi Lăng ,8051315,80513
,,,,,,Xã Nhơn Hưng,8051317,80513
,,,,,,Xã An Phú      ,8051319,80513
,,,,,,Thị trấn Tịnh Biên,8051321,80513
,,,,,,Xã Văn Giáo,8051323,80513
,,,,,,Xã An Cư ,8051325,80513
,,,,,,Xã Vĩnh Trung   ,8051327,80513
,,,,,,Xã Vĩnh Phước,8051501,80515
,,,,,,Xã Châu Lăng,8051503,80515
,,,,,,Xã Núi Tô,8051505,80515
,,,,,,Xã ô Lâm,8051507,80515
,,,,,,Thị trấn Tri Tôn,8051509,80515
,,,,,,Thị trấn Ba Chúc,8051511,80515
,,,,,,Xã Lạc Quới,8051513,80515
,,,,,,Xã Lê Trì,8051515,80515
,,,,,,Xã Vĩnh Gia,8051517,80515
,,,,,,Xã Lương Phi,8051519,80515
,,,,,,Xã Lương An Trà,8051521,80515
,,,,,,Xã Tà Đảnh,8051523,80515
,,,,,,Xã An Tức,8051525,80515
,,,,,,Xã Cô Tô,8051527,80515
,,,,,,Xã Tân Tuyến,8051529,80515
,,,,,,Xã Kiến An,8051701,80517
,,,,,,Xã An Thạnh Trung,8051703,80517
,,,,,,Xã Mỹ Hội Đông,8051705,80517
,,,,,,Xã Kiến Thành ,8051707,80517
,,,,,,Xã Long Giang  ,8051709,80517
,,,,,,Xã Hội An,8051711,80517
,,,,,,Thị trấn Chợ Mới ,8051713,80517
,,,,,,Thị trấn Mỹ Luông,8051715,80517
,,,,,,Xã Long Điền A,8051717,80517
,,,,,,Xã Tấn Mỹ,8051719,80517
,,,,,,Xã Long Điền B,8051721,80517
,,,,,,Xã Mỹ Hiệp  ,8051723,80517
,,,,,,Xã Mỹ An    ,8051725,80517
,,,,,,Xã Nhơn Mỹ ,8051727,80517
,,,,,,Xã Long Kiến,8051729,80517
,,,,,,Xã Bình Phước Xuân,8051731,80517
,,,,,,Xã Hòa Bình             ,8051733,80517
,,,,,,Xã Hòa An    ,8051735,80517
,,,,,,Xã Vĩnh Nhuận,8051901,80519
,,,,,,Xã An Hòa       ,8051903,80519
,,,,,,Xã Bình Thạnh        ,8051905,80519
,,,,,,Xã Hòa Bình Thạnh,8051907,80519
,,,,,,Thị trấn An Châu ,8051909,80519
,,,,,,Xã Cần Đăng,8051911,80519
,,,,,,Xã Vĩnh Hanh,8051913,80519
,,,,,,Xã Vĩnh Bình ,8051915,80519
,,,,,,Xã Bình Hòa     ,8051917,80519
,,,,,,Xã Vĩnh An   ,8051919,80519
,,,,,,Xã Vĩnh Lợi  ,8051921,80519
,,,,,,Xã Tân Phú        ,8051923,80519
,,,,,,Xã Vĩnh Thành   ,8051925,80519
,,,,,,Xã Định Mỹ,8052101,80521
,,,,,,Thị trấn Núi Sập,8052103,80521
,,,,,,Xã Vĩnh Trạch,8052105,80521
,,,,,,Xã Định Thành  ,8052107,80521
,,,,,,Xã Thoại Giang,8052109,80521
,,,,,,Thị trấn Phú Hoà,8052111,80521
,,,,,,Thị trấn óc Eo,8052113,80521
,,,,,,Xã Tây Phú ,8052115,80521
,,,,,,Xã Vĩnh Phú ,8052117,80521
,,,,,,Xã Phú Thuận ,8052119,80521
,,,,,,Xã Vĩnh Chánh,8052121,80521
,,,,,,Xã Mỹ Phú Đông,8052123,80521
,,,,,,Xã Vọng Đông,8052125,80521
,,,,,,Xã Vĩnh Khánh,8052127,80521
,,,,,,Xã Bình Thành      ,8052129,80521
,,,,,,Xã Vọng Thê,8052131,80521
,,,,,,Xã An Bình         ,8052133,80521
,,,,,,Xã Mỹ Phong ,8070101,80701
,,,,,,Phường 3               ,8070103,80701
,,,,,,Phường 8       ,8070105,80701
,,,,,,Phường Tân Long ,8070107,80701
,,,,,,Xã Tân Mỹ Chánh,8070109,80701
,,,,,,Phường 5          ,8070111,80701
,,,,,,Phường 4            ,8070113,80701
,,,,,,Phường 7         ,8070115,80701
,,,,,,Phường 1                ,8070117,80701
,,,,,,Phường 2               ,8070119,80701
,,,,,,Phường 6         ,8070121,80701
,,,,,,Phường 9       ,8070123,80701
,,,,,,Phường 10            ,8070125,80701
,,,,,,Xã Đạo Thạnh,8070127,80701
,,,,,,Xã Trung An  ,8070129,80701
,,,,,,Xã Phước Thạnh  ,8070131,80701
,,,,,,Xã Thới Sơn ,8070133,80701
,,,,,,Phường 1                 ,8070301,80703
,,,,,,Xã Long Chánh,8070303,80703
,,,,,,Phường 3                ,8070305,80703
,,,,,,Phường 2                ,8070307,80703
,,,,,,Phường 4             ,8070309,80703
,,,,,,Phường 5           ,8070311,80703
,,,,,,Xã Long Hưng    ,8070313,80703
,,,,,,Xã Long Thuận   ,8070315,80703
,,,,,,Xã Long Hòa ,8070317,80703
,,,,,,Xã Bình Đông ,8070319,80703
,,,,,,Xã Bình Xuân,8070321,80703
,,,,,,Xã Tân Trung  ,8070323,80703
,,,,,,Xã Tân Lập 1,8070501,80705
,,,,,,Xã Tân Hòa Đông,8070503,80705
,,,,,,Xã Mỹ Phước,8070505,80705
,,,,,,Xã Thạnh Tân ,8070507,80705
,,,,,,Xã Tân Hòa Thành,8070509,80705
,,,,,,Xã Tân Hòa Tây,8070511,80705
,,,,,,Xã Tân Lập 2,8070513,80705
,,,,,,Xã Phước Lập,8070515,80705
,,,,,,Thị trấn Mỹ Phước,8070517,80705
,,,,,,Xã Thạnh Mỹ,8070519,80705
,,,,,,Xã Thạnh Hoà,8070521,80705
,,,,,,Xã Phú Mỹ   ,8070523,80705
,,,,,,Xã Hưng Thạnh  ,8070525,80705
,,,,,,Xã Tân Hương      ,8070701,80707
,,,,,,Xã Long An   ,8070703,80707
,,,,,,Xã Tân Hội Đông,8070705,80707
,,,,,,Xã Tam Hiệp    ,8070707,80707
,,,,,,Xã Đông Hòa  ,8070709,80707
,,,,,,Xã Long Hưng     ,8070711,80707
,,,,,,Xã Bàn Long,8070713,80707
,,,,,,Xã Song Thuận,8070715,80707
,,,,,,Thị trấn Tân Hiệp,8070717,80707
,,,,,,Xã Tân Lý Đông,8070719,80707
,,,,,,Xã Tân Lý Tây,8070721,80707
,,,,,,Xã Thân Cửu Nghĩa,8070723,80707
,,,,,,Xã Điềm Hy,8070725,80707
,,,,,,Xã Nhị Bình ,8070727,80707
,,,,,,Xã Dưỡng Điềm,8070729,80707
,,,,,,Xã Long Định ,8070731,80707
,,,,,,Xã Hữu Đạo,8070733,80707
,,,,,,Xã Bình Trưng,8070735,80707
,,,,,,Xã Phước Thạnh   ,8070737,80707
,,,,,,Xã Thạnh Phú  ,8070739,80707
,,,,,,Xã Vĩnh Kim  ,8070741,80707
,,,,,,Xã Bình Đức ,8070743,80707
,,,,,,Xã Kim Sơn      ,8070745,80707
,,,,,,Xã Phú Phong ,8070747,80707
,,,,,,Xã Thới Sơn  ,8070749,80707
,,,,,,Xã Phú An     ,8070903,80709
,,,,,,Xã Thạnh Lộc,8070905,80709
,,,,,,Xã Phú Nhuận   ,8070909,80709
,,,,,,Xã Hiệp Đức,8070915,80709
,,,,,,Xã Tân Phong       ,8070917,80709
,,,,,,Xã Mỹ Thành Bắc,8070921,80709
,,,,,,Xã Phú Cường       ,8070923,80709
,,,,,,Xã Mỹ Thành Nam,8070927,80709
,,,,,,Xã Bình Phú      ,8070935,80709
,,,,,,Xã Cẩm Sơn    ,8070943,80709
,,,,,,Xã Mỹ Long ,8070945,80709
,,,,,,Xã Long Tiên,8070947,80709
,,,,,,Xã Long Trung,8070949,80709
,,,,,,Xã Hội Xuân,8070951,80709
,,,,,,Xã Tam Bình,8070953,80709
,,,,,,Xã Ngũ Hiệp ,8070955,80709
,,,,,,Thị trấn Chợ Gạo,8071101,80711
,,,,,,Xã Long Bình Điền,8071103,80711
,,,,,,Xã Trung Hòa    ,8071105,80711
,,,,,,Xã Phú Kiết,8071107,80711
,,,,,,Xã Quơn Long,8071109,80711
,,,,,,Xã Song Bình,8071111,80711
,,,,,,Xã Xuân Đông ,8071113,80711
,,,,,,Xã Hòa Tịnh,8071115,80711
,,,,,,Xã Mỹ Tịnh An,8071117,80711
,,,,,,Xã Tân Bình Thạnh,8071119,80711
,,,,,,Xã Lương Hòa Lạc,8071121,80711
,,,,,,Xã Thanh Bình      ,8071123,80711
,,,,,,Xã Bình Phục Nhứt,8071125,80711
,,,,,,Xã Đăng Hưng Phước,8071127,80711
,,,,,,Xã Tân Thuận Bình,8071129,80711
,,,,,,Xã Bình Phan,8071131,80711
,,,,,,Xã An Thạnh Thủy,8071133,80711
,,,,,,Xã Hòa Định,8071135,80711
,,,,,,Xã Bình Ninh,8071137,80711
,,,,,,Xã Đông Hòa Hiệp,8071301,80713
,,,,,,Xã Mỹ Tân   ,8071303,80713
,,,,,,Xã Mỹ Lợi B,8071305,80713
,,,,,,Xã Hậu Thành ,8071307,80713
,,,,,,Xã Mỹ Đức Đông,8071309,80713
,,,,,,Xã Tân Hưng           ,8071311,80713
,,,,,,Xã An Hữu,8071313,80713
,,,,,,Thị trấn Cái Bè,8071315,80713
,,,,,,Xã Hậu Mỹ Bắc B,8071317,80713
,,,,,,Xã Hậu Mỹ Bắc A,8071319,80713
,,,,,,Xã Mỹ Trung ,8071321,80713
,,,,,,Xã Hậu Mỹ Trinh,8071323,80713
,,,,,,Xã Hậu Mỹ Phú,8071325,80713
,,,,,,Xã Thiện Trung,8071327,80713
,,,,,,Xã Mỹ Hội ,8071329,80713
,,,,,,Xã An Cư  ,8071331,80713
,,,,,,Xã Mỹ Lợi A,8071333,80713
,,,,,,Xã Hòa Khánh ,8071335,80713
,,,,,,Xã Thiện Trí,8071337,80713
,,,,,,Xã Mỹ Đức Tây,8071339,80713
,,,,,,Xã An Thái Đông,8071341,80713
,,,,,,Xã Mỹ Lương  ,8071343,80713
,,,,,,Xã Tân Thanh   ,8071345,80713
,,,,,,Xã An Thái Trung,8071347,80713
,,,,,,Xã Hòa Hưng ,8071349,80713
,,,,,,Xã Long Vĩnh ,8071501,80715
,,,,,,Xã Bình Nhì,8071503,80715
,,,,,,Xã Đồng Sơn    ,8071505,80715
,,,,,,Xã Thạnh Nhựt,8071507,80715
,,,,,,Xã Bình Tân      ,8071509,80715
,,,,,,Xã Vĩnh Hựu,8071511,80715
,,,,,,Xã Long Bình  ,8071513,80715
,,,,,,Thị trấn Vĩnh Bình,8071523,80715
,,,,,,Xã Bình Phú       ,8071525,80715
,,,,,,Xã Đồng Thạnh,8071527,80715
,,,,,,Xã Thành Công    ,8071529,80715
,,,,,,Xã Yên Luông,8071531,80715
,,,,,,Xã Thạnh Trị ,8071533,80715
,,,,,,Xã Tăng Hoà,8071701,80717
,,,,,,Xã Bình Nghị,8071703,80717
,,,,,,Xã Tân Phước     ,8071705,80717
,,,,,,Xã Tân Tây ,8071707,80717
,,,,,,Xã Tân Đông  ,8071709,80717
,,,,,,Xã Phước Trung ,8071711,80717
,,,,,,Thị trấn Tân Hòa,8071713,80717
,,,,,,Xã Gia Thuận,8071717,80717
,,,,,,Thị trấn Vàm Láng,8071721,80717
,,,,,,Xã Kiểng Phước,8071723,80717
,,,,,,Xã Bình ân,8071727,80717
,,,,,,Xã Tân Điền,8071729,80717
,,,,,,Xã Tân Thành                       ,8071731,80717
,,,,,,Xã Phú Đông  ,8071901,80719
,,,,,,Xã Phú Thạnh  ,8071903,80719
,,,,,,Xã Tân Phú         ,8071905,80719
,,,,,,Xã Phú Tân ,8071907,80719
,,,,,,Xã Tân Thạnh  ,8071909,80719
,,,,,,Xã Tân Thới,8071911,80719
,,,,,,Phường 1                  ,8072101,80721
,,,,,,Phường 2                 ,8072103,80721
,,,,,,Phường 3                 ,8072105,80721
,,,,,,Phường 4              ,8072107,80721
,,,,,,Phường 5            ,8072109,80721
,,,,,,Phường Nhị Mỹ,8072111,80721
,,,,,,Xã Tân Bình            ,8072113,80721
,,,,,,Xã Mỹ Phước Tây,8072115,80721
,,,,,,Xã Mỹ Hạnh Đông,8072117,80721
,,,,,,Xã Mỹ Hạnh Trung,8072119,80721
,,,,,,Xã Tân Phú          ,8072121,80721
,,,,,,Xã Tân Hội    ,8072123,80721
,,,,,,Xã Nhị Quý,8072125,80721
,,,,,,Xã Thanh Hoà ,8072127,80721
,,,,,,Xã Phú Quý,8072129,80721
,,,,,,Xã Long Khánh  ,8072131,80721
,,,,,,Phường Trường An ,8090101,80901
,,,,,,Phường 5             ,8090103,80901
,,,,,,Phường 4               ,8090105,80901
,,,,,,Phường Tân Hòa   ,8090107,80901
,,,,,,Phường 9        ,8090109,80901
,,,,,,Phường 1                   ,8090111,80901
,,,,,,Phường 2                  ,8090113,80901
,,,,,,Phường 3                  ,8090115,80901
,,,,,,Phường 8        ,8090117,80901
,,,,,,Phường Tân Ngãi,8090119,80901
,,,,,,Phường Tân Hội,8090121,80901
,,,,,,Xã Long An    ,8090301,80903
,,,,,,Xã Phú Quới,8090303,80903
,,,,,,Thị trấn Long Hồ,8090305,80903
,,,,,,Xã Thanh Đức  ,8090307,80903
,,,,,,Xã Phú Đức ,8090309,80903
,,,,,,Xã Thạnh Quới,8090311,80903
,,,,,,Xã Hòa Phú      ,8090313,80903
,,,,,,Xã Đồng Phú  ,8090315,80903
,,,,,,Xã Bình Hòa Phước,8090317,80903
,,,,,,Xã Hòa Ninh ,8090319,80903
,,,,,,Xã An Bình          ,8090321,80903
,,,,,,Xã Tân Hạnh ,8090323,80903
,,,,,,Xã Phước Hậu ,8090325,80903
,,,,,,Xã Long Phước   ,8090327,80903
,,,,,,Xã Lộc Hòa  ,8090329,80903
,,,,,,Xã Mỹ Phước ,8090501,80905
,,,,,,Xã Bình Phước ,8090503,80905
,,,,,,Xã Tân Long Hội,8090505,80905
,,,,,,Thị trấn Cái Nhum,8090507,80905
,,,,,,Xã Mỹ An     ,8090509,80905
,,,,,,Xã An Phước  ,8090511,80905
,,,,,,Xã Nhơn Phú,8090513,80905
,,,,,,Xã Long Mỹ ,8090515,80905
,,,,,,Xã Hòa Tịnh ,8090517,80905
,,,,,,Xã Chánh Hội,8090519,80905
,,,,,,Xã Chánh An,8090521,80905
,,,,,,Xã Tân An Hội ,8090523,80905
,,,,,,Xã Tân Long      ,8090525,80905
,,,,,,Phường Cái Vồn,8090703,80907
,,,,,,Xã Đông Thạnh  ,8090709,80907
,,,,,,Xã Thuận An ,8090727,80907
,,,,,,Xã Đông Bình,8090729,80907
,,,,,,Xã Mỹ Hòa   ,8090731,80907
,,,,,,Xã Đông Thành  ,8090733,80907
,,,,,,Phường Đông Thuận,8090735,80907
,,,,,,Phường Thành Phước,8090737,80907
,,,,,,Xã Tân Lược,8090801,80908
,,,,,,Xã Tân An Thạnh,8090803,80908
,,,,,,Xã Tân Hưng            ,8090805,80908
,,,,,,Thị trấn Tân Quới,8090807,80908
,,,,,,Xã Tân Bình             ,8090809,80908
,,,,,,Xã Tân Thành                        ,8090811,80908
,,,,,,Xã Thành Lợi ,8090813,80908
,,,,,,Xã Thành Đông,8090815,80908
,,,,,,Xã Thành Trung,8090817,80908
,,,,,,Xã Mỹ Thuận  ,8090819,80908
,,,,,,Xã Nguyễn Văn Thảnh,8090821,80908
,,,,,,Xã Hòa Thạnh ,8090901,80909
,,,,,,Xã Bình Ninh ,8090903,80909
,,,,,,Thị trấn Tam Bình,8090905,80909
,,,,,,Xã Hoà Lộc,8090907,80909
,,,,,,Xã Hòa Hiệp    ,8090909,80909
,,,,,,Xã Mỹ Thạnh Trung,8090911,80909
,,,,,,Xã Tân Lộc ,8090913,80909
,,,,,,Xã Phú Thịnh      ,8090915,80909
,,,,,,Xã Hậu Lộc,8090917,80909
,,,,,,Xã Phú Lộc       ,8090919,80909
,,,,,,Xã Song Phú,8090921,80909
,,,,,,Xã Mỹ Lộc     ,8090923,80909
,,,,,,Xã Tân Phú           ,8090925,80909
,,,,,,Xã Long Phú,8090927,80909
,,,,,,Xã Tường Lộc,8090929,80909
,,,,,,Xã Loan Mỹ,8090931,80909
,,,,,,Xã Ngãi Tứ,8090933,80909
,,,,,,Xã Tân Mỹ        ,8091101,80911
,,,,,,Thị trấn Trà ôn,8091103,80911
,,,,,,Xã Thới Hòa,8091105,80911
,,,,,,Xã Vĩnh Xuân,8091107,80911
,,,,,,Xã Lục Sỹ Thành,8091109,80911
,,,,,,Xã Xuân Hiệp ,8091111,80911
,,,,,,Xã Nhơn Bình,8091113,80911
,,,,,,Xã Hòa Bình              ,8091115,80911
,,,,,,Xã Trà Côn,8091117,80911
,,,,,,Xã Hựu Thành,8091119,80911
,,,,,,Xã Thuận Thới,8091121,80911
,,,,,,Xã Phú Thành   ,8091123,80911
,,,,,,Xã Thiện Mỹ,8091125,80911
,,,,,,Xã Tích Thiện,8091127,80911
,,,,,,Thị trấn Vũng Liêm,8091301,80913
,,,,,,Xã Trung Ngãi,8091303,80913
,,,,,,Xã Trung Chánh ,8091305,80913
,,,,,,Xã Trung Hiệp,8091307,80913
,,,,,,Xã Trung Hiếu,8091309,80913
,,,,,,Xã Trung An   ,8091311,80913
,,,,,,Xã Tân Quới Trung,8091313,80913
,,,,,,Xã Quới Thiện,8091315,80913
,,,,,,Xã Quới An,8091317,80913
,,,,,,Xã Tân An Luông,8091319,80913
,,,,,,Xã Thanh Bình       ,8091321,80913
,,,,,,Xã Trung Thành Tây,8091323,80913
,,,,,,Xã Hiếu Phụng,8091325,80913
,,,,,,Xã Trung Thành Đông,8091327,80913
,,,,,,Xã Trung Thành        ,8091329,80913
,,,,,,Xã Hiếu Thuận,8091331,80913
,,,,,,Xã Trung Nghĩa   ,8091333,80913
,,,,,,Xã Hiếu Nhơn,8091335,80913
,,,,,,Xã Hiếu Thành,8091337,80913
,,,,,,Xã Hiếu Nghĩa,8091339,80913
,,,,,,Xã Phú Hưng ,8110101,81101
,,,,,,Phường 8         ,8110103,81101
,,,,,,Phường 1,8110105,81101
,,,,,,Phường 7          ,8110107,81101
